0.000000,0.000000,0.000000,0.000000,3.983847,1.398923,0.000000,0.000000,0.000000,0.000000,0.000000,3.938867,0.000000,0.624832,0.000000,0.964100,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.943633,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.108873,1.994121,3.019077,1.157531,0.000000,1.896977,0.000000,0.000000,0.000000,0.000000,0.410070,0.000000,2.000764,0.501657,0.000000,4.008519,2.704421,1.013664,0.000000,0.000000,1.731473,0.000000,2.296251,0.563401,1.934050,0.000000,0.001309,0.766493,2.486235,0.000000,0.280850,1.239887,0.000000,0.000000,2.133019,0.000000,3.598906,0.000000,0.000000,3.974517,1.944314,3.274389,1.474330,0.000000,2.082472,0.000000,0.303288,2.388980,0.000000,1.593877,2.552675,0.981875,0.000000,0.527712,2.989587,0.000000,0.000000,0.000000,2.517700,0.934241,0.000000,0.000000,0.000000,0.000000,0.017572,0.000000,0.949553,0.000000,0.000000,0.616378,0.000000,0.000000,1.955187,1.920281,0.863308,4.388011,0.706313,0.000000,2.170325,0.000000,0.000000,0.000000,3.907474,0.000000,0.000000,0.000000,0.244680,1.792913,0.000000,0.000000,0.396812
0.000000,3.687041,1.158948,0.000000,0.761979,2.008926,0.000000,0.000000,1.733714,0.000000,0.000000,2.993588,0.114723,0.000000,0.000000,1.608162,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.339354,0.000000,0.000000,0.000000,0.000000,2.818935,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.583933,5.403502,5.377980,0.000000,0.000000,3.605195,0.000000,1.355437,0.000000,0.000000,0.000000,0.000000,1.112663,1.811364,0.866823,4.287195,0.356998,0.000000,0.000000,0.000000,1.601315,4.303572,1.258464,0.000000,0.530220,0.000000,0.332707,0.000000,1.200214,0.000000,0.392546,0.000000,0.000000,0.000000,0.463667,0.000000,2.838390,0.000000,1.358984,5.215354,0.000000,2.592398,2.008809,0.000000,0.000000,0.000000,0.000000,1.076278,0.000000,3.232770,3.815745,0.000000,0.000000,1.252644,0.888084,0.000000,0.000000,0.000000,2.344296,0.000000,0.000000,0.000000,0.423744,0.000000,0.000000,0.000000,0.321578,0.000000,0.000000,1.269733,0.000000,0.000000,1.789415,2.523929,0.000000,6.116811,0.682658,0.000000,0.573474,0.000000,0.000000,0.000000,6.362147,0.000000,0.669583,0.000000,3.593783,1.435233,0.073917,0.000000,2.970037
0.000000,0.000000,0.000000,0.000000,5.799147,0.360321,0.118183,2.081994,0.000000,0.000000,0.000000,3.701756,0.000000,1.476234,0.000000,0.105723,0.000000,0.000000,0.000000,0.000000,0.085765,0.000000,0.442661,4.050561,0.000000,1.399862,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.141006,0.000000,0.000000,0.000000,1.191447,1.783990,0.000000,0.423912,0.000000,0.000000,0.000000,0.000000,1.432473,0.000000,2.229200,0.000000,0.000000,3.079446,3.543118,2.436588,0.000000,0.000000,1.318358,0.000000,2.480988,1.901711,2.511705,0.354453,0.000000,2.889928,2.583943,0.000000,0.002644,2.257567,0.000000,0.000000,2.912873,0.000000,3.227000,1.289302,0.000000,2.114997,4.948826,2.880548,0.635714,0.000000,2.827391,0.000000,0.796535,2.912671,1.098973,0.070176,1.161024,2.141194,0.000000,0.000000,3.919986,0.000000,0.419902,0.000000,1.752138,2.003290,0.456174,0.000000,0.000000,1.550625,0.718974,0.000000,1.091976,2.615669,0.000000,0.000000,0.000000,0.000000,1.866504,1.387872,4.748104,1.940537,0.266744,0.000000,2.824455,0.000000,0.000000,2.671618,1.241109,0.000000,0.000000,0.000000,0.000000,1.515106,0.000000,0.611260,0.000000
0.000000,0.000000,0.000000,0.000000,3.658280,0.000000,0.000000,1.083489,0.000000,0.000000,0.000000,2.175223,0.000000,1.340459,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.262043,0.000000,0.000000,1.821225,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.207612,2.176975,0.433709,0.000000,0.963007,0.000000,0.000000,0.000000,0.000000,0.771388,0.000000,1.321655,0.000000,0.151970,2.363464,1.418472,0.575056,0.000000,0.000000,0.664080,0.000000,1.324531,0.921090,1.329915,0.000000,0.000000,1.607719,0.997711,0.000000,0.000000,0.036498,0.000000,0.000000,1.616038,0.000000,1.787411,0.713870,0.000000,1.585082,1.880855,1.519175,0.363518,0.000000,0.746849,0.045927,0.000000,1.788376,0.000000,0.458511,1.206607,1.124061,0.000000,0.000000,2.227512,0.000000,0.293447,0.000000,0.629302,0.787194,0.000000,0.000000,0.000000,1.187402,0.271180,0.053437,0.427953,0.487450,0.000000,0.005109,0.000000,0.000000,1.543821,1.564535,1.875540,1.369503,0.000000,0.000000,1.476731,0.000000,0.000000,1.057043,1.374277,0.000000,0.000000,0.000000,0.000000,0.717949,0.000000,0.800731,0.085218
0.576963,2.298565,0.000000,0.000000,1.673766,0.000000,0.000000,0.533814,0.693759,0.859662,0.154774,0.299568,0.000000,1.436038,0.000000,0.000000,0.503089,0.000000,0.000000,0.000000,0.601148,0.000000,0.000000,0.120606,0.000000,0.000000,0.000000,0.153212,0.000000,0.383785,0.000000,0.180530,0.000000,0.000000,0.657640,0.000000,0.000000,0.020476,0.655299,2.792186,0.000000,0.972429,1.157178,0.000000,1.125973,0.000000,0.000000,0.297488,0.000000,0.317652,0.000000,1.948369,1.237759,0.000000,0.000000,0.000000,0.000000,0.000000,0.604591,0.013174,0.164514,0.106787,0.000000,0.000000,0.730799,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.317742,0.596647,0.000000,0.499815,0.737875,0.399467,0.000000,0.000000,0.000000,0.000000,0.000000,0.253544,0.000000,0.616977,0.000000,0.459256,0.841937,0.270494,0.000000,0.000000,0.506853,0.000000,0.271610,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.229595,0.000000,0.388076,0.000000,0.000000,0.000000,0.000000,0.000000,0.884200,1.135741,1.613223,0.000000,0.000000,0.000000,0.593006,0.080471,0.000000,0.355454,0.000000,0.729754,0.000000,0.000000,0.000000,1.499616,0.000000,0.127993,1.421982,1.226987
0.000000,3.822592,0.702515,0.000000,0.699014,0.341114,0.000000,0.000000,1.674408,0.839330,0.693954,1.114570,0.000000,0.648260,0.000000,0.423039,0.000000,0.000000,0.000000,0.000000,0.105391,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.117963,0.000000,1.905287,0.000000,0.032400,0.000000,0.000000,0.800684,0.000000,0.000000,0.892790,3.093291,4.218980,0.000000,0.417269,2.404349,0.000000,1.578747,0.000000,0.000000,0.000000,0.000000,0.437955,0.706714,1.899587,2.426418,0.000000,0.000000,0.000000,0.000000,0.422922,2.862885,0.271336,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.042572,0.000000,0.888788,0.000000,1.368375,2.434695,0.000000,0.698253,0.720070,0.000000,0.000000,0.048593,0.000000,0.528687,0.000000,1.813754,2.196735,0.000000,0.000000,0.593826,0.233883,0.000000,0.000000,0.000000,0.254223,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.527086,0.000000,0.191004,1.346040,2.070910,0.000000,2.589054,0.000000,0.000000,0.000000,0.000000,0.120147,0.000000,3.308059,0.000000,0.556918,0.000000,2.939041,0.269592,0.496402,0.047351,2.382772
0.000000,0.029161,0.000000,0.000000,3.091109,0.000000,0.000000,0.718868,0.000000,0.000000,0.000000,1.893451,0.000000,1.245526,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.261959,0.000000,0.000000,1.133188,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.660410,2.517506,0.117506,0.000000,1.187187,0.000000,0.188432,0.000000,0.000000,0.559264,0.000000,1.124555,0.000000,0.529009,2.296802,0.932706,0.094343,0.000000,0.000000,0.568255,0.000000,1.081889,0.620712,1.050816,0.000000,0.000000,1.185046,0.677363,0.000000,0.000000,0.000000,0.000000,0.000000,1.298081,0.000000,1.533563,0.476390,0.000000,1.629591,1.035790,1.282494,0.377047,0.000000,0.277282,0.060313,0.000000,1.524927,0.000000,0.657043,1.327034,0.830822,0.000000,0.083467,1.819550,0.000000,0.234549,0.000000,0.469386,0.461985,0.000000,0.000000,0.000000,0.990288,0.126785,0.010831,0.285720,0.000000,0.000000,0.073283,0.000000,0.000000,1.487347,1.641978,0.998480,1.452995,0.000000,0.000000,1.158815,0.000000,0.000000,0.515502,1.614041,0.000000,0.000000,0.000000,0.482305,0.583139,0.000000,0.732273,0.498670
0.129582,1.066479,0.000000,0.000000,2.441101,0.000000,0.000000,0.487260,0.028726,0.058416,0.000000,1.342285,0.000000,1.246455,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.348927,0.000000,0.000000,0.525972,0.000000,0.000000,0.000000,0.000000,0.000000,0.068385,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.887766,2.759939,0.000000,0.315292,1.292701,0.000000,0.600334,0.000000,0.000000,0.384987,0.000000,0.818028,0.000000,1.083516,1.991467,0.232498,0.000000,0.000000,0.000000,0.314190,0.210224,0.685202,0.351993,0.667703,0.000000,0.000000,0.855068,0.124342,0.000000,0.000000,0.000000,0.000000,0.000000,0.886030,0.000000,1.005298,0.362470,0.268863,1.336512,0.127373,0.780519,0.233177,0.000000,0.000000,0.117146,0.000000,1.158972,0.000000,0.706566,1.263411,0.538997,0.000000,0.099339,1.276787,0.000000,0.214311,0.000000,0.030133,0.094924,0.000000,0.000000,0.000000,0.952132,0.009245,0.086087,0.060028,0.000000,0.000000,0.058744,0.000000,0.092275,1.368632,1.673710,0.209276,1.111774,0.000000,0.143803,0.721644,0.000000,0.111860,0.106643,1.508284,0.000000,0.000000,0.000000,1.018454,0.286503,0.000000,0.874628,0.894297
0.000000,0.000000,0.000000,0.000000,4.393476,0.563207,0.000000,1.002150,0.000000,0.000000,0.000000,3.219279,0.000000,1.137176,0.000000,0.341619,0.000000,0.000000,0.000000,0.000000,0.003215,0.000000,0.000000,2.173855,0.000000,0.049915,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.487846,2.175234,1.073395,0.000000,1.122714,0.000000,0.000000,0.000000,0.000000,0.841648,0.000000,1.816977,0.000000,0.000000,3.130754,2.474912,1.267113,0.000000,0.000000,1.217293,0.000000,1.991803,1.085821,1.879811,0.000000,0.000000,1.696327,1.965804,0.000000,0.031781,1.093051,0.000000,0.000000,2.169922,0.000000,2.822339,0.551069,0.000000,2.550740,2.797609,2.512177,0.819980,0.000000,1.807280,0.000000,0.266904,2.320297,0.000000,0.730568,1.650194,1.372592,0.000000,0.131787,2.980032,0.000000,0.229227,0.000000,1.597906,1.191954,0.000000,0.000000,0.000000,0.884533,0.315763,0.000000,0.798754,0.905284,0.000000,0.192347,0.000000,0.000000,1.777605,1.633734,2.370160,2.560681,0.215199,0.000000,2.105411,0.000000,0.000000,1.129173,2.195247,0.000000,0.000000,0.000000,0.000000,1.315423,0.000000,0.232755,0.000000
0.837249,0.000000,0.000000,0.000000,3.735720,0.000000,0.597070,2.361633,0.000000,0.000000,0.000000,0.708557,0.000000,2.077022,0.372969,0.000000,0.847313,0.061620,0.000000,0.000000,0.836201,0.645149,0.407187,3.110840,0.000000,0.732327,0.359784,0.000000,0.378961,0.000000,0.788027,0.000000,0.000000,0.058886,0.000000,0.000000,0.000000,0.000000,0.000000,1.155581,0.000000,0.761129,0.000000,0.000000,0.000000,0.015935,0.000000,1.254252,0.000000,0.816784,0.000000,0.907668,0.862834,0.538522,0.487848,0.000000,0.000000,0.000000,0.000000,0.575504,1.460194,0.950910,0.000000,0.000000,2.683807,0.000000,0.000000,0.000000,0.000000,0.000000,0.338881,1.345187,0.794846,0.256909,1.789848,0.000000,0.000000,2.392395,0.029953,0.000000,0.007077,0.000000,0.310031,0.000000,1.402112,1.133481,0.000000,0.000000,1.455852,0.000000,0.000000,1.787206,0.000000,0.613172,0.000000,0.000000,0.868834,0.000000,0.125434,0.000000,2.452423,0.607063,0.877537,0.033992,1.480849,0.000000,0.000000,0.000000,0.656586,1.195472,1.177935,3.419420,0.000000,0.000000,1.038107,1.039906,0.000000,0.310138,2.527555,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.266232,0.000000
